product_id,product_name,category,brand,retail_price,cost,times_ordered,total_revenue,total_profit,pct_of_margin,avg_sale_price,avg_discount_pct,product_classification
8777,Bergama Natural Raccoon Hooded Stroller - - Multicolor,Outerwear & Coats,Bergama,749.99,306.75,5,3749.95,2216.22,59.1,749.99,100,Niche Premium
7836,Diesel Women's De-Nix Jacket,Blazers & Jackets,Diesel,428,151.94,8,3424,2208.48,64.5,428,100,Niche Premium
24128,Arc'teryx Men's Sabre Jacket,Outerwear & Coats,Arc'teryx,525,253.58,8,4200,2171.4,51.7,525,100,Niche Premium
22812,Quiksilver Men's Rockefeller Walkshort,Shorts,Quiksilver,903,472.27,5,4515,2153.65,47.7,903,100,Niche Premium
23655,Carhartt Men's Canvas Shirt Jacket,Outerwear & Coats,Carhartt,448.99,181.39,8,3591.92,2140.78,59.6,448.99,100,Niche Premium
24283,The North Face Nuptse 2 Jacket - Noah Green/TNF Black,Outerwear & Coats,The North Face,903,370.23,4,3612,2131.08,59,903,100,Niche Premium
8726,Spyder Women's Jesst In Time Jacket,Outerwear & Coats,Spyder,650,295.75,6,3900,2125.5,54.5,650,100,Niche Premium
24314,Nobis Men's Cartel Jacket,Outerwear & Coats,Nobis,750,330,5,3750,2100,56,750,100,Niche Premium
8268,HALSTON HERITAGE Women's Oversized Double Faced Coat,Outerwear & Coats,Halston Heritage,470.99,208.65,8,3767.92,2098.73,55.7,470.99,100,Niche Premium
23962,Marc New York by Andrew Marc Men's Cuervo Distressed Retro Calf Moto Jacket,Outerwear & Coats,Marc New York by Andrew Marc,358,149.64,10,3580,2083.56,58.2,358,100,Niche Premium
19956,Harris Tweed Wool Jacket-Dougal Limited Edition,Suits & Sport Coats,The Harris Tweed Of Scotland,600,256.2,6,3600,2062.8,57.3,600,100,Niche Premium
8300,Canada Goose Women's Expedition Parka,Outerwear & Coats,Canada Goose,795,395.91,5,3975,1995.45,50.2,795,100,Niche Premium
24029,Mountain Hardwear Men's Chillwave Down Parka,Outerwear & Coats,Mountain Hardwear,375,176.63,10,3750,1983.75,52.9,375,100,Niche Premium
24201,Mens Nike AirJordan Varsity Hoodie Jacket Grey / Black 451582-066,Outerwear & Coats,Jordan,903,409.06,4,3612,1975.76,54.7,903,100,Niche Premium
20366,Robert Graham Men's Barbican Velvet Blazer,Suits & Sport Coats,Robert Graham,698,305.03,5,3490,1964.87,56.3,698,100,Niche Premium
23811,Arc'teryx Men's Beta AR Jacket,Outerwear & Coats,Arc'teryx,475,232.28,8,3800,1941.8,51.1,475,100,Niche Premium
3268,Rebecca Taylor Women's Lace Dress,Dresses,Rebecca Taylor,395,180.91,9,3555,1926.81,54.2,395,100,Niche Premium
24410,Levi's Men's Leather Racer Jacket,Outerwear & Coats,Levi's,330,137.61,10,3300,1923.9,58.3,330,100,Niche Premium
24071,Men's Andrew Marc Nucky Lambskin Leather Bomber Jacket with Sheepskin Collar,Outerwear & Coats,Andrew Marc,479,205.97,7,3353,1911.21,57,479,100,Niche Premium
8579,Barbour Women's Beadnell Waxed Cotton Jacket - Rustic,Outerwear & Coats,Barbour,379,168.65,9,3411,1893.11,55.5,379,100,Niche Premium
24138,Canada Goose Men's Lodge Down Hoody,Outerwear & Coats,Canada Goose,450,180.9,7,3150,1883.7,59.8,450,100,Niche Premium
8683,Women's Knee Length Overcoat in Pure Cashmere,Outerwear & Coats,Cashmere Boutique,399,189.92,9,3591,1881.68,52.4,399,100,Niche Premium
24446,Arc'teryx Theta SV Jacket - Men's,Outerwear & Coats,Arc'teryx,550,246.95,6,3300,1818.3,55.1,550,100,Niche Premium
20227,Joseph Abboud Men's 2 Button Side Vent Suit With Flat Front Pant,Suits & Sport Coats,Joseph Abboud,417,158.46,7,2919,1809.78,62,417,100,Niche Premium
23932,Barbour Beaufort Jacket,Outerwear & Coats,Barbour,399,177.16,8,3192,1774.75,55.6,399,100,Niche Premium
24361,Men's Double Breasted Overcoat in Pure Cashmere,Outerwear & Coats,Cashmere Boutique,399,178.75,8,3192,1761.98,55.2,399,100,Niche Premium
24306,Mountain Hardwear Men's Nilas Down Jacket,Outerwear & Coats,Mountain Hardwear,650,308.75,5,3250,1706.25,52.5,650,100,Niche Premium
20110,Sandals Cay Men's Three-Button Cashmere Blend Sport Coat in Gray Navy or Tan,Suits & Sport Coats,Sandals Cay,499.99,217,6,2999.94,1697.97,56.6,499.99,100,Niche Premium
23702,Cole Haan Men's Smooth Lamb Jacket,Outerwear & Coats,Cole Haan,350,141.4,8,2800,1668.8,59.6,350,100,Niche Premium
20823,True Religion Men's Ricky Super Jean,Jeans,True Religion,383,216.39,10,3830,1666.05,43.5,383,100,Niche Premium
785,Minnie Rose Women's Kangaroo Pocket Pullover,Sweaters,Minnie Rose,352,145.73,8,2816,1650.18,58.6,352,100,Niche Premium
26901,Regency New York Men's Smoking Jacket Constantine Black,Sleep & Lounge,Regency New York,399.95,164.38,7,2799.65,1648.99,58.9,399.95,100,Niche Premium
23867,Barbour Classic Beaufort Jacket / Beaufort Jacket,Outerwear & Coats,Barbour,399,193.91,8,3192,1640.69,51.4,399,100,Niche Premium
8686,Canada Goose Women's Camp Hooded Jacket,Outerwear & Coats,Canada Goose,495,222.25,6,2970,1636.47,55.1,495,100,Niche Premium
8409,Canada Goose Women's Chilliwack Bomber,Outerwear & Coats,Canada Goose,695,287.73,4,2780,1629.08,58.6,695,100,Niche Premium
8376,Arc'teryx Women's Beta AR Jacket,Outerwear & Coats,Arc'teryx,475,205.2,6,2850,1618.8,56.8,475,100,Niche Premium
8320,Mountain Hardwear Women's Downtown Coat,Outerwear & Coats,Mountain Hardwear,300,120.3,9,2700,1617.3,59.9,300,100,Niche Premium
24213,Marmot Palisades Jacket - Men's,Outerwear & Coats,Marmot,300,122.1,9,2700,1601.1,59.3,300,100,Niche Premium
8425,Canada Goose Women's Whistler Parka,Outerwear & Coats,Canada Goose,695,296.07,4,2780,1595.72,57.4,695,100,Niche Premium
8390,Canada Goose Women's Solaris,Outerwear & Coats,Canada Goose,695,296.76,4,2780,1592.94,57.3,695,100,Niche Premium
2796,ASCIS Cushion Low Socks (Pack of 3),Active,ASICS,903,373.84,3,2709,1587.47,58.6,903,100,Niche Premium
8319,Canada Goose Women's Mystique,Outerwear & Coats,Canada Goose,750,353.25,4,3000,1587,52.9,750,100,Niche Premium
24042,Canada Goose Men's Langford Parka,Outerwear & Coats,Canada Goose,694.95,300.22,4,2779.8,1578.93,56.8,694.95,100,Niche Premium
24362,Canada Goose Men's Lodge Jacket,Outerwear & Coats,Canada Goose,400,177.6,7,2800,1556.8,55.6,400,100,Niche Premium
19652,Men's Henningsvaer Norwegian Wool Pullover,Sweaters,Overland Sheepskin Co,338,165.28,9,3042,1554.46,51.1,338,100,Niche Premium
20171,Robert Graham Men's Minstrel Dinner Jacket,Suits & Sport Coats,Robert Graham,598,209.9,4,2392,1552.41,64.9,598,100,Niche Premium
20286,7 Diamonds Men's Palermo Blazer,Suits & Sport Coats,7 Diamonds,325,133.9,8,2600,1528.8,58.8,325,100,Niche Premium
8533,Women's Full Length Overcoat in Pure Cashmere,Outerwear & Coats,Cashmere Boutique,449,196.21,6,2694,1516.72,56.3,449,100,Niche Premium
19908,Kenneth Cole New York Men's 2 Piece Suit,Suits & Sport Coats,Kenneth Cole New York,389.99,137.28,6,2339.94,1516.28,64.8,389.99,100,Niche Premium
23882,Outdoor Research Men's Furio Jacket,Outerwear & Coats,Outdoor Research,350,160.65,8,2800,1514.8,54.1,350,100,Niche Premium
20228,Faconnable Men's Double Face Wool Jacket,Suits & Sport Coats,Faconnable,487.5,185.74,5,2437.5,1508.81,61.9,487.5,100,Niche Premium
21260,True Religion Men's Bobby Super Jean,Jeans,True Religion,383,194.95,8,3064,1504.42,49.1,383,100,Niche Premium
23999,Arc'teryx Men's Theta AR Jacket,Outerwear & Coats,Arc'teryx,525,224.18,5,2625,1504.12,57.3,525,100,Niche Premium
24256,Mammut Men's Ultimate Hoody Jacket,Outerwear & Coats,Mammut,329.99,142.56,8,2639.92,1499.47,56.8,329.99,100,Niche Premium
20449,Kenneth Cole Reaction Men's 2 Piece Two Button Suit,Suits & Sport Coats,Kenneth Cole REACTION,395,146.15,6,2370,1493.1,63,395,100,Niche Premium
1418,Joie Women's Shirin Sweater,Sweaters,Joie,278,112.31,9,2502,1491.19,59.6,278,100,Niche Premium
13758,Tom Ford Marko FT0144 Sunglasses - 18V Shiny Rhodium (Blue Lens) - 58mm,Accessories,Tom Ford,297.95,112.33,8,2383.6,1484.98,62.3,297.95,100,Niche Premium
3709,Tracy Reese Women's Contrast Frock Dress,Dresses,Plenty by Tracy Reese,408,196.25,7,2856,1482.26,51.9,408,100,Niche Premium
20456,Joseph Abboud Men's Blend 2 Button Side Vent Soft Construction Sport Coat,Suits & Sport Coats,Joseph Abboud,357,145.3,7,2499,1481.91,59.3,357,100,Niche Premium
28583,Oakley Men's Straight Jacket Iridium N Sunglasses,Accessories,Oakley,190,76.57,13,2470,1474.59,59.7,190,100,Niche Premium
3706,BCBGMAXAZRIA Women's Palais One Shoulder Luxe Satin,Dresses,BCBGMAXAZRIA,248,114.33,11,2728,1470.39,53.9,248,100,Niche Premium
3121,Robert Rodriguez Women's Lace V-Neck Tiered Dress,Dresses,Robert Rodriguez,495,200.97,5,2475,1470.15,59.4,495,100,Niche Premium
24059,Icebreaker Men's Legacy Coat,Outerwear & Coats,Icebreaker,350,140,7,2450,1470,60,350,100,Niche Premium
8548,United Face Womens Rex Fur Leather Swing Coat,Outerwear & Coats,United Face,319,135.89,8,2552,1464.85,57.4,319,100,Niche Premium
15486,NIKE WOMEN'S PRO COMPRESSION SPORTS BRA *Outstanding Support and Comfort*,Plus,Nike,903,420.8,3,2709,1446.61,53.4,903,100,Niche Premium
24196,Mens Brown Sheepskin Flying Jacket 'Air force' Aviator Leather coat #S5,Outerwear & Coats,Unicorn London,396.99,158.4,6,2381.94,1431.55,60.1,396.99,100,Niche Premium
19638,Men's St. Croix Long Sleeve Double Lock 1/4 Zip Sweater,Sweaters,St Croix,335,176.21,9,3015,1429.11,47.4,335,100,Niche Premium
24262,Port Authority J780 Leather Bomber Jacket,Outerwear & Coats,Port Authority,310,131.75,8,2480,1426,57.5,310,100,Niche Premium
23921,Cwu Pilot 183111 45P Vintage,Outerwear & Coats,Alpha Industries,399,195.51,7,2793,1424.43,51,399,100,Niche Premium
18449,Mountain Hardwear Men's Ghost Whisperer Down Jacket,Active,Mountain Hardwear,285,107.73,8,2280,1418.16,62.2,285,100,Niche Premium
18506,Pearl Izumi Men's Pro Softshell Jacket,Active,Pearl iZUMi,232.48,92.53,10,2324.8,1399.53,60.2,232.48,100,Niche Premium
7147,Candela Women's Gaba Skirt,Skirts,Candela,286,111.25,8,2288,1397.97,61.1,286,100,Niche Premium
8398,The North Face Denali Down Womens Jacket 2013,Outerwear & Coats,The North Face,903,437.05,3,2709,1397.84,51.6,903,100,Niche Premium
20220,Joseph Abboud Mens 2 Button Gray Sharkskin Wool Suit,Suits & Sport Coats,Joseph Abboud,279.99,125.44,9,2519.91,1390.99,55.2,279.99,100,Niche Premium
19660,Barbour Summit Zip Thru Sweater,Sweaters,Orvis,299,145.02,9,2691,1385.86,51.5,299,100,Niche Premium
24284,Volcom Men's Three's Ins Jacket,Outerwear & Coats,Volcom,270,131.49,10,2700,1385.1,51.3,270,100,Niche Premium
23880,Arc'teryx Alpha FL Jacket - Men's,Outerwear & Coats,Arc'teryx,399,168.38,6,2394,1383.73,57.8,399,100,Niche Premium
24899,Nike Jordan Retro 11 Bred Bootie Socks,Socks,Jordan,903,557.15,4,3612,1383.4,38.3,903,100,Underperformer
20464,GUESS by Marciano Woven Blazer,Suits & Sport Coats,GUESS by Marciano,328,130.87,7,2296,1379.9,60.1,328,100,Niche Premium
20013,Ben Sherman Men's Side Vent 2 Piece Suit,Suits & Sport Coats,Ben Sherman,495,220.77,5,2475,1371.15,55.4,495,100,Niche Premium
24063,Outdoor Research Men's Virtuoso Jacket,Outerwear & Coats,Outdoor Research,250,113.5,10,2500,1365,54.6,250,100,Niche Premium
24247,Men's Knee Length Overcoat in Pure Cashmere,Outerwear & Coats,Cashmere Boutique,399,171.57,6,2394,1364.58,57,399,100,Niche Premium
20212,Nau Vice Blazer - Men's,Suits & Sport Coats,Nau,295,124.49,8,2360,1364.08,57.8,295,100,Niche Premium
8681,Arc'teryx Gamma MX Softshell Jacket - Women's,Outerwear & Coats,Arc'teryx,299,129.47,8,2392,1356.26,56.7,299,100,Niche Premium
27012,Hanro Men's Lexington Robe,Sleep & Lounge,Hanro,245,110.25,10,2450,1347.5,55,245,100,Niche Premium
8655,Arc'teryx Women's Sylva Parka,Outerwear & Coats,Arc'teryx,399,175.56,6,2394,1340.64,56,399,100,Niche Premium
8013,NAU Highline Blazer Women's Clothing,Blazers & Jackets,NAU,414.95,146.89,5,2074.75,1340.29,64.6,414.95,100,Niche Premium
7821,Bailey 44 Women's Thurston Howell Iii Jacket,Blazers & Jackets,Bailey 44,247.5,99,9,2227.5,1336.5,60,247.5,100,Niche Premium
20317,J.C. Rags Men's Two Tone Blazer,Suits & Sport Coats,J.C. Rags,228,95.3,10,2280,1326.96,58.2,228,100,Niche Premium
20269,DKNY Men's 100% Wool Black Tuxedo,Suits & Sport Coats,DKNY,295,105.9,7,2065,1323.67,64.1,295,100,Niche Premium
5505,Corey Lynn Calter Women's Sam Pant,Pants & Capris,CoreyLynnCalter,253,121.69,10,2530,1313.07,51.9,253,100,Niche Premium
19883,Jones New York Men's 24/7 Total Comfort Stripe Suit,Suits & Sport Coats,Jones New York,236.84,90.95,9,2131.56,1313.04,61.6,236.84,100,Niche Premium
20041,Calvin Klein Mens 2 Button Solid Black Wool Suit,Suits & Sport Coats,Calvin Klein,259.99,95.94,8,2079.92,1312.43,63.1,259.99,100,Niche Premium
19866,Joseph Abboud Men's Two-button Side Vent Sport Coat,Suits & Sport Coats,Joseph Abboud,264,100.32,8,2112,1309.44,62,264,100,Niche Premium
19870,Joseph Abboud Men's Two-Button Side Vent Sport Coat,Suits & Sport Coats,Joseph Abboud,264,118.54,9,2376,1309.18,55.1,264,100,Niche Premium
20568,Paul Fredrick Performance 100% Wrinkle \ Stain Resistant Wool Suit,Suits & Sport Coats,Paul Fredrick,424.5,164.28,5,2122.5,1301.09,61.3,424.5,100,Niche Premium
13572,Karla Colletto Grommets One Piece Plunge,Swim,Karla Colletto,258,113.52,9,2322,1300.32,56,258,100,Niche Premium
4845,True Religion Women's Billy Straight Leg Jean,Jeans,True Religion,319,176.73,9,2871,1280.47,44.6,319,100,Niche Premium
20495,Howe Men's Personal Jesus Blazer,Suits & Sport Coats,Howe,199,71.64,10,1990,1273.6,64,199,100,Niche Premium
18612,Champion Men's Double Dry Classic Fleece Full Zip Hood,Active,Champion,293.33,135.81,8,2346.64,1260.15,53.7,293.33,100,Niche Premium
7761,Plenty by Tracy Reese Women's Ponte Blazer,Blazers & Jackets,Plenty by Tracy Reese,278,98.41,7,1946,1257.12,64.6,278,100,Niche Premium
20112,G-Star Men's Cl New Blazer,Suits & Sport Coats,G-Star,360,150.84,6,2160,1254.96,58.1,360,100,Niche Premium
18681,Icebreaker Men's Legacy Hood,Active,Icebreaker,400,149.2,5,2000,1254,62.7,400,100,Niche Premium
26899,Regency New York Men's Smoking Jacket Maxwell Black,Sleep & Lounge,Regency New York,399.95,149.18,5,1999.75,1253.84,62.7,399.95,100,Niche Premium
19820,Ralph Lauren Mens Single Breasted 2 Button Navy Blue Wool Blazer Sport Coat Jacket,Suits & Sport Coats,Ralph Lauren,249.99,111,9,2249.91,1250.95,55.6,249.99,100,Niche Premium
8604,Arc'teryx Women's Lanea Long Coat,Outerwear & Coats,Arc'teryx,399,191.52,6,2394,1244.88,52,399,100,Niche Premium
19818,Ben Sherman Men's Plectrum Velvet Blazer,Suits & Sport Coats,Ben Sherman,395,146.94,5,1975,1240.3,62.8,395,100,Niche Premium
20235,Calvin Klein Mens Navy Blue Pindot Slim Fit Wool Suit,Suits & Sport Coats,Calvin Klein,259.99,105.3,8,2079.92,1237.55,59.5,259.99,100,Niche Premium
24434,Canada Goose Men's Lodge Vest,Outerwear & Coats,Canada Goose,300,124.8,7,2100,1226.4,58.4,300,100,Niche Premium
20337,Paul Fredrick Trim Fit Twill Weave Double-Breasted Suit Jacket,Suits & Sport Coats,Paul Fredrick,219.5,97.46,10,2195,1220.42,55.6,219.5,100,Niche Premium
24339,Carhartt Men's Big-Tall Ketchikan Jacket,Outerwear & Coats,Carhartt,189.95,88.52,12,2279.4,1217.2,53.4,189.95,100,Niche Premium
19824,Scotch & Soda Men's Outdoor Jacket,Suits & Sport Coats,Scotch & Soda,265,113.15,8,2120,1214.76,57.3,265,100,Niche Premium
19984,Washed-tweed Dress Vest,Suits & Sport Coats,Orvis,249,98.11,8,1992,1207.15,60.6,249,100,Niche Premium
20072,7 For All Mankind Men's Shaved Cord Blazer,Suits & Sport Coats,7 For All Mankind,209.99,76.86,9,1889.91,1198.2,63.4,209.99,100,Niche Premium
22435,Diesel Men's Darron-A Trousers,Pants,Diesel,160.38,75.06,14,2245.32,1194.51,53.2,160.38,100,Niche Premium
20277,Spiewak Men's Grant Deck Parka,Suits & Sport Coats,Spiewak,282,111.39,7,1974,1194.27,60.5,282,100,Niche Premium
19796,Joseph Abboud Men's 2 Button Side Vent Plaid Sport Coat,Suits & Sport Coats,Joseph Abboud,276.32,105.83,7,1934.24,1193.43,61.7,276.32,100,Niche Premium
19844,Tommy Hilfiger Men's Side Vent Trim Fit Tuxedo Coat,Suits & Sport Coats,Tommy Hilfiger,229.99,81.19,8,1839.92,1190.43,64.7,229.99,100,Niche Premium
23908,Alpha Industries A-2 Leather Jacket,Outerwear & Coats,Alpha Industries,425,187,5,2125,1190,56,425,100,Niche Premium
5949,Catherine Malandrino Women's Stretch Leather Pant,Leggings,Catherine Malandrino,528.81,291.37,5,2644.05,1187.18,44.9,528.81,100,Niche Premium
2735,Canada Goose Women's Freestyle Vest,Active,Canada Goose,275,105.6,7,1925,1185.8,61.6,275,100,Niche Premium
19911,Joseph Abboud Men's Super 120's Two Button Side Vent Blazer,Suits & Sport Coats,Joseph Abboud,264,115.9,8,2112,1184.83,56.1,264,100,Niche Premium
20204,Ralph Lauren Mens SB 2B Solid Navy Blue Wool Suit,Suits & Sport Coats,Ralph Lauren,319.99,123.84,6,1919.94,1176.92,61.3,319.99,100,Niche Premium
7953,525 America Women's  Blazer,Blazers & Jackets,525 America,158,60.2,12,1896,1173.62,61.9,158,100,Niche Premium
899,Magaschoni Women's 100% Cashmere Peplum Back Sweater,Sweaters,Magaschoni,378,182.95,6,2268,1170.29,51.6,378,100,Niche Premium
7535,Vivienne Westwood Anglomania Women's Petite Noble Jacket,Blazers & Jackets,Vivienne Westwood,315,120.02,6,1890,1169.91,61.9,315,100,Niche Premium
20567,7 For All Mankind Men's Austyn Relaxed Straight Leg Jean In Driftwood Night,Jeans,7 For All Mankind,178,95.05,14,2492,1161.27,46.6,178,100,Niche Premium
20150,Joseph Abboud Men's 2 Button Side Vent Soft Construction Check Sport Coat,Suits & Sport Coats,Joseph Abboud,297,131.57,7,2079,1158,55.7,297,100,Niche Premium
3681,HALSTON HERITAGE Women's Sleeveless Mock Neck Dress,Dresses,Halston Heritage,267.99,123.28,8,2143.92,1157.72,54,267.99,100,Niche Premium
19828,Tommy Hilfiger Men's 2 Button Side Vent Trim Fit Solid Suit with Flat Front Pant,Suits & Sport Coats,Tommy Hilfiger,258.99,93.75,7,1812.93,1156.65,63.8,258.99,100,Niche Premium
27021,Regency New York Men's Smoking Jacket Lawrence Black,Sleep & Lounge,Regency New York,299.95,107.68,6,1799.7,1153.61,64.1,299.95,100,Niche Premium
21054,True Religion Men's Ricky Super T Straight Catrer Jean,Jeans,True Religion,328,184.01,8,2624,1151.94,43.9,328,100,Niche Premium
19398,Faconnable Men's Double Closure Sweater Vest,Sweaters,Faconnable,334.13,169.74,7,2338.91,1150.74,49.2,334.13,100,Niche Premium
20201,Original Penguin Men's 2 Button Peaked Lapel Jacket,Suits & Sport Coats,Original Penguin,225,81.45,8,1800,1148.4,63.8,225,100,Niche Premium
21231,True Religion Men's Ricky Super-T Straight Jean,Jeans,True Religion,334,191.38,8,2672,1140.94,42.7,334,100,Niche Premium
24242,Arc'teryx Theta SL Hybrid Jacket - Men's,Outerwear & Coats,Arc'teryx,374.95,148.11,5,1874.75,1134.22,60.5,374.95,100,Niche Premium
4020,IGIGI by Yuliya Raquel Plus Size Kandinsky Gown,Dresses,IGIGI by Yuliya Raquel,325,136.17,6,1950,1132.95,58.1,325,100,Niche Premium
24047,Fred Perry Men's Harrington Jacket,Outerwear & Coats,Fred Perry,300,138.9,7,2100,1127.7,53.7,300,100,Niche Premium
20115,Joseph Abboud Men's 2 Button Side Vent Suit with Flat Front Pant,Suits & Sport Coats,Joseph Abboud,399,173.56,5,1995,1127.18,56.5,399,100,Niche Premium
7841,Jones New York Women's Classic Tuxedo Jacket,Blazers & Jackets,Jones New York,229,88.17,8,1832,1126.68,61.5,229,100,Niche Premium
7557,Joe's Jeans Women's Opale Jacket,Blazers & Jackets,Joe's Jeans,395,169.85,5,1975,1125.75,57,395,100,Niche Premium
7774,AK Anne Klein Women's 1 Button Buckle Detail Jacket,Blazers & Jackets,Anne Klein,189,64.26,9,1701,1122.66,66,189,100,Niche Premium
3745,Parker Women's Beaded Spaghetti Tank Dress,Dresses,Parker,345.99,159.16,6,2075.94,1121.01,54,345.99,100,Niche Premium
7302,Giada Forte Womens Full Long Length Cotton Skirt,Skirts,Giada Forte,227,87.85,8,1816,1113.21,61.3,227,100,Niche Premium
17886,FactoryExtreme X-Factor Hoodie Men's Black Bomber Leather Jacket,Fashion Hoodies & Sweatshirts,FactoryExtreme,238.98,127.85,10,2389.8,1111.26,46.5,238.98,100,Niche Premium
23698,Carhartt Men's  Sherpa Lined Sandstone Jackson Coat,Outerwear & Coats,Carhartt,159.95,67.5,12,1919.4,1109.41,57.8,159.95,100,Niche Premium
7523,BCBGMAXAZRIA Women's Bowie Printed Tuxedo Jacket,Blazers & Jackets,BCBGMAXAZRIA,248,89.53,7,1736,1109.3,63.9,248,100,Niche Premium
8275,The North Face Apex Bionic Soft Shell Jacket - Women's,Outerwear & Coats,The North Face,308,123.82,6,1848,1105.1,59.8,308,100,Niche Premium
20160,Ben Sherman Men's Plectrum Double Button Blazer,Suits & Sport Coats,Ben Sherman,265.99,108.26,7,1861.93,1104.12,59.3,265.99,100,Niche Premium
3886,BCBGMAXAZRIA Women's Seri Woven Evening Dress,Dresses,BCBGMAXAZRIA,368,147.94,5,1840,1100.32,59.8,368,100,Niche Premium
